               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.05365,            0.020209,            0.046008,            0.080069,             0.81368,             0.20437,             0.13775,            0.044468,            0.010951,             0.12831,            0.070019,           0.0033312,           0.0033312
